Photo_Table::Web,CommonName,FileNameOrigin,PhotoID_pi,FileName,Image,File Name_origin,DateYear_pi,DateMonth_pi,DateDay_pi,FIleName_Old_pi,Date,Time,File Path,DateSeason_txt_pi,DateSeason#_pi,DateYearDay_pi,Photo_Desc_pi,EXIF_FN_cal_pi,EXIF_AV_cal_pi,EXIF_Exp_pi,EXIF_FocalLength_cal_pi,PhotoAltTitle,EXIF_ISO_pi,EXIF_SS_cal_pi,Keywords_pi,LocationID_pi,Species,CommonName_pi,Name_Individual_Plant_Nickname,Name#_Individual,PhotographerName_auto_pi,Camera_Make_pi,LocDesc_pi,LatinName_pi,Camera_Model_pi,LocName,Photo_verify_pi,Photo_verify_OK_pi,Species_Table::NameAlt1,Photo_View,Photo_Quality,EcoType,Photo_Repeatable,Photo_Comparison,LocElevation_pi,Lat,LocElevation_pi_calc_2,Weather_pi,FlowerPhase,Long,LocSlope_pi,Flower#_pi,LocAspect_pi,Flower%_pi,FacilitiesManagement_pi,Lat_Long_pi,LeafPhase,Leaf%_pi,WebGallery_Done?_pi,Canopy%_pi,Dead_or_Alive_pi,WebGalleryHTML_pi,FieldNotes_pi,Associated_PlantsID_pi,Invasive_PlantsID_pi,ToDo_pi,Associated_AnimalsID_pi,Associated_BirdsID_pi,Associated_PhenomenaID_pi,Flower_Phase#_pi,Leaf_Phase#_pi,CreatedBy_pi,CreatedBy_Date_pi,Species_Table::FlowerShape,Species_Table::FlowerPetal#,Species_Table::FlowerColour,ModifiedBy_pi,ModifiedBy_Date_pi,Species_Table::LeafShape,Species_Table::LeafPerStem#,NameNoExt,FileNameTb
,Trailing Blackberry,ruur_gom_2014_05_27_IMG_3963.jpg,160,ruur_gom_2014_05_27_IMG_3963_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3963_web.jpg,ruur_gom_2014_05_27_IMG_3963.jpg,2014,5,27,3963,2014-05-27, 2:23:08 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3963_web.jpg,0,3,147,,5,4.643856,1125,24.1,"Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27.",640,6.965784,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,Dewberry,,,,,,2785,48.461395,55,,,-123.319328,,,,,,48.46139512,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3963_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3963_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_gom_2014_05_27_IMG_3963,ruur_gom_2014_05_27_IMG_3963_tb.jpg
,Trailing Blackberry,ruur_gom_2014_05_27_IMG_3964.jpg,161,ruur_gom_2014_05_27_IMG_3964_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3964_web.jpg,ruur_gom_2014_05_27_IMG_3964.jpg,2014,5,27,3964,2014-05-27, 2:23:28 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3964_web.jpg,0,3,147,,4,4,140,8.6,"Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27.",200,5.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,Dewberry,,,,,,1112,48.461397,55,,,-123.31933,,,,,,48.46139712,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3964_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3964_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_gom_2014_05_27_IMG_3964,ruur_gom_2014_05_27_IMG_3964_tb.jpg
,Trailing Blackberry,ruur_gom_2014_05_27_IMG_3986.jpg,162,ruur_gom_2014_05_27_IMG_3986_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3986_web.jpg,ruur_gom_2014_05_27_IMG_3986.jpg,2014,5,27,3986,2014-05-27, 2:26:24 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_05_27_IMG_3986_web.jpg,0,3,147,,6.8,5.531069,140,90,"Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,Dewberry,,,,,,54710,48.461245,54,,,-123.319387,,,,,,48.46124512,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3986_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_05_27_IMG_3986_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_gom_2014_05_27_IMG_3986,ruur_gom_2014_05_27_IMG_3986_tb.jpg
,Trailing Blackberry,ruur_gom_2014_06_23_IMG_2125.jpg,259,ruur_gom_2014_06_23_IMG_2125_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_06_23_IMG_2125_web.jpg,ruur_gom_2014_06_23_IMG_2125.jpg,2014,6,23,2125,2014-06-23, 4:06:41 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_gom_2014_06_23_IMG_2125_web.jpg,0,4,174,,4,4,150,4.5,"Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-06-23.",125,5.643856,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,Dewberry,,,,,,4095,48.461753,81,,,-123.319272,,,,,,48.46175312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_06_23_IMG_2125_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_gom_2014_06_23_IMG_2125_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Trailing Blackberry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_gom_2014_06_23_IMG_2125,ruur_gom_2014_06_23_IMG_2125_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3748.jpg,318,ruur_sw_2014_07_02_IMG_3748_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3748_web.jpg,ruur_sw_2014_07_02_IMG_3748.jpg,2014,7,2,3748,2014-07-02, 5:59:30 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3748_web.jpg,0,4,183,,3.5,3.61471,130,5.4,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",640,4.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,65310,48.459913,65,,,-123.308872,,,,,,48.45991312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3748_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3748_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3748,ruur_sw_2014_07_02_IMG_3748_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3755.jpg,333,ruur_sw_2014_07_02_IMG_3755_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3755_web.jpg,ruur_sw_2014_07_02_IMG_3755.jpg,2014,7,2,3755,2014-07-02, 6:00:53 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3755_web.jpg,0,4,183,,5,4.643856,140,32,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",800,5.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3265,48.45997,65,,,-123.308872,,,,,,48.45997012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3755_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3755_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3755,ruur_sw_2014_07_02_IMG_3755_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3765.jpg,354,ruur_sw_2014_07_02_IMG_3765_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3765_web.jpg,ruur_sw_2014_07_02_IMG_3765.jpg,2014,7,2,3765,2014-07-02, 6:01:45 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3765_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",640,4.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3265,48.459922,65,,,-123.308867,,,,,,48.45992212,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3765_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3765_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3765,ruur_sw_2014_07_02_IMG_3765_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3771.jpg,395,ruur_sw_2014_07_02_IMG_3771_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3771_web.jpg,ruur_sw_2014_07_02_IMG_3771.jpg,2014,7,2,3771,2014-07-02, 6:02:10 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3771_web.jpg,0,4,183,,6.8,5.531069,130,90,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",800,4.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3265,48.459913,65,,,-123.308853,,,,,,48.45991312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3771_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3771_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3771,ruur_sw_2014_07_02_IMG_3771_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3819.jpg,298,ruur_sw_2014_07_02_IMG_3819_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3819_web.jpg,ruur_sw_2014_07_02_IMG_3819.jpg,2014,7,2,3819,2014-07-02, 6:08:47 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3819_web.jpg,0,4,183,,5,4.643856,150,24.7,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",800,5.643856,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,60710,48.459905,60,,,-123.308888,,,,,,48.45990512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3819_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3819_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3819,ruur_sw_2014_07_02_IMG_3819_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3829.jpg,391,ruur_sw_2014_07_02_IMG_3829_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3829_web.jpg,ruur_sw_2014_07_02_IMG_3829.jpg,2014,7,2,3829,2014-07-02, 6:09:40 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3829_web.jpg,0,4,183,,6.3,5.310704,130,73.7,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",800,4.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3035,48.459983,60,,,-123.308955,,,,,,48.45998312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3829_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3829_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3829,ruur_sw_2014_07_02_IMG_3829_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3836.jpg,400,ruur_sw_2014_07_02_IMG_3836_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3836_web.jpg,ruur_sw_2014_07_02_IMG_3836.jpg,2014,7,2,3836,2014-07-02, 6:10:12 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3836_web.jpg,0,4,183,,6.3,5.310704,120,73.7,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",800,4.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3035,48.459997,60,,,-123.308962,,,,,,48.45999712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3836_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3836_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3836,ruur_sw_2014_07_02_IMG_3836_tb.jpg
,Trailing Blackberry,ruur_sw_2014_07_02_IMG_3847.jpg,322,ruur_sw_2014_07_02_IMG_3847_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3847_web.jpg,ruur_sw_2014_07_02_IMG_3847.jpg,2014,7,2,3847,2014-07-02, 6:12:06 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_sw_2014_07_02_IMG_3847_web.jpg,0,4,183,,6.3,5.310704,140,73.7,"Trailing Blackberry, with , and , at South Woods, 2014-07-02.",1600,5.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,South Woods,,,Dewberry,,,,,,3525,48.45997,70,,,-123.308862,,,,,,48.45997012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3847_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_sw_2014_07_02_IMG_3847_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" alt=""Trailing Blackberry, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_sw_2014_07_02_IMG_3847,ruur_sw_2014_07_02_IMG_3847_tb.jpg
,Trailing Blackberry,ruur_vipirg_2014_07_04_IMG_4147.jpg,332,ruur_vipirg_2014_07_04_IMG_4147_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4147_web.jpg,ruur_vipirg_2014_07_04_IMG_4147.jpg,2014,7,4,4147,2014-07-04, 2:46:58 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4147_web.jpg,0,4,185,,3.5,3.61471,160,4.5,"Trailing Blackberry, with , and , at VIPIRG, 2014-07-04.",200,5.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,Dewberry,,,,,,48110,48.461558,48,,,-123.314095,,,,,,48.46155812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4147_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4147_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" alt=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_vipirg_2014_07_04_IMG_4147,ruur_vipirg_2014_07_04_IMG_4147_tb.jpg
,Trailing Blackberry,ruur_vipirg_2014_07_04_IMG_4151.jpg,361,ruur_vipirg_2014_07_04_IMG_4151_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4151_web.jpg,ruur_vipirg_2014_07_04_IMG_4151.jpg,2014,7,4,4151,2014-07-04, 2:48:06 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4151_web.jpg,0,4,185,,3.5,3.61471,160,4.5,"Trailing Blackberry, with , and , at VIPIRG, 2014-07-04.",250,5.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,Dewberry,,,,,,48110,48.461555,48,,,-123.314038,,,,,,48.46155512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4151_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4151_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" alt=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_vipirg_2014_07_04_IMG_4151,ruur_vipirg_2014_07_04_IMG_4151_tb.jpg
,Trailing Blackberry,ruur_vipirg_2014_07_04_IMG_4172.jpg,305,ruur_vipirg_2014_07_04_IMG_4172_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4172_web.jpg,ruur_vipirg_2014_07_04_IMG_4172.jpg,2014,7,4,4172,2014-07-04, 2:52:11 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4172_web.jpg,0,4,185,,4,4,130,4.5,"Trailing Blackberry, with , and , at VIPIRG, 2014-07-04.",125,4.906891,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,Dewberry,,,,,,48110,48.461537,48,,,-123.314133,,,,,,48.46153712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4172_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4172_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" alt=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_vipirg_2014_07_04_IMG_4172,ruur_vipirg_2014_07_04_IMG_4172_tb.jpg
,Trailing Blackberry,ruur_vipirg_2014_07_04_IMG_4177.jpg,351,ruur_vipirg_2014_07_04_IMG_4177_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4177_web.jpg,ruur_vipirg_2014_07_04_IMG_4177.jpg,2014,7,4,4177,2014-07-04, 2:52:30 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4177_web.jpg,0,4,185,,4.5,4.33985,150,13.4,"Trailing Blackberry, with , and , at VIPIRG, 2014-07-04.",200,5.643856,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,Dewberry,,,,,,481,48.461537,48,,,-123.31412,,,,,,48.46153712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4177_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4177_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" alt=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_vipirg_2014_07_04_IMG_4177,ruur_vipirg_2014_07_04_IMG_4177_tb.jpg
,Trailing Blackberry,ruur_vipirg_2014_07_04_IMG_4221.jpg,344,ruur_vipirg_2014_07_04_IMG_4221_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4221_web.jpg,ruur_vipirg_2014_07_04_IMG_4221.jpg,2014,7,4,4221,2014-07-04, 3:00:23 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ruur_vipirg_2014_07_04_IMG_4221_web.jpg,0,4,185,,5,4.643856,180,29.1,"Trailing Blackberry, with , and , at VIPIRG, 2014-07-04.",640,6.321928,,0,ruur,Trailing Blackberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,Dewberry,,,,,,50110,48.461458,50,,,-123.31413,,,,,,48.46145812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4221_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ruur_vipirg_2014_07_04_IMG_4221_tb.jpg"" width=""180"" height=""135"" title=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" alt=""Trailing Blackberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,,,ruur_vipirg_2014_07_04_IMG_4221,ruur_vipirg_2014_07_04_IMG_4221_tb.jpg
